product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count
L'Oreal True Match Lumi Glotion,User_8336,Average glow lotion,"It does what it says, but I feel like I could get the same effect from mixing a liquid highlighter with my moisturizer.",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 13, 2025",24 people found this helpful
L'Oreal True Match Lumi Glotion,User_3893,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 12, 2026",
L'Oreal True Match Lumi Glotion,User_5698,"Not bad, but not for me",The glow is a bit too sparkly for my taste. I was expecting a more natural dewy finish.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 01, 2025",0 people found this helpful
L'Oreal True Match Lumi Glotion,User_5445,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 09, 2025",
L'Oreal True Match Lumi Glotion,User_8027,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 31, 2026",30 people found this helpful
L'Oreal True Match Lumi Glotion,User_7560,"Not bad, but not for me",The glow is a bit too sparkly for my taste. I was expecting a more natural dewy finish.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 07, 2025",
L'Oreal True Match Lumi Glotion,User_2653,"Not bad, but not for me",The glow is a bit too sparkly for my taste. I was expecting a more natural dewy finish.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 31, 2025",11 people found this helpful
L'Oreal True Match Lumi Glotion,User_9031,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 05, 2025",42 people found this helpful
L'Oreal True Match Lumi Glotion,User_7639,Average glow lotion,"It does what it says, but I feel like I could get the same effect from mixing a liquid highlighter with my moisturizer.",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 04, 2025",11 people found this helpful
L'Oreal True Match Lumi Glotion,User_4315,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 29, 2025",1 people found this helpful
L'Oreal True Match Lumi Glotion,User_2608,"Not bad, but not for me",The glow is a bit too sparkly for my taste. I was expecting a more natural dewy finish.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 10, 2026",
L'Oreal True Match Lumi Glotion,User_3688,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 13, 2025",35 people found this helpful
L'Oreal True Match Lumi Glotion,User_3198,Greasy feeling,It just sat on top of my skin and felt very heavy and greasy. Did not blend well with my other skincare products.,2.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 15, 2025",
L'Oreal True Match Lumi Glotion,User_2329,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 06, 2026",
L'Oreal True Match Lumi Glotion,User_2290,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 11, 2026",
L'Oreal True Match Lumi Glotion,User_1461,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 25, 2025",
L'Oreal True Match Lumi Glotion,User_6597,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 03, 2026",
L'Oreal True Match Lumi Glotion,User_2263,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 19, 2025",
L'Oreal True Match Lumi Glotion,User_1650,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 05, 2025",
L'Oreal True Match Lumi Glotion,User_5026,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 04, 2025",
L'Oreal True Match Lumi Glotion,User_9827,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 18, 2026",
L'Oreal True Match Lumi Glotion,User_4778,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 13, 2025",
L'Oreal True Match Lumi Glotion,User_5962,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 09, 2025",
L'Oreal True Match Lumi Glotion,User_8498,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 26, 2026",22 people found this helpful
L'Oreal True Match Lumi Glotion,User_5030,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 21, 2026",50 people found this helpful
L'Oreal True Match Lumi Glotion,User_4680,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 29, 2025",
L'Oreal True Match Lumi Glotion,User_8447,Average glow lotion,"It does what it says, but I feel like I could get the same effect from mixing a liquid highlighter with my moisturizer.",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 27, 2025",
L'Oreal True Match Lumi Glotion,User_1721,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 22, 2026",43 people found this helpful
L'Oreal True Match Lumi Glotion,User_2738,It's okay,It gives a nice glow but it doesn't last all day. It tends to fade after a few hours on my oily skin.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 19, 2026",38 people found this helpful
L'Oreal True Match Lumi Glotion,User_1040,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 07, 2026",42 people found this helpful
L'Oreal True Match Lumi Glotion,User_2301,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 28, 2025",
L'Oreal True Match Lumi Glotion,User_4813,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 24, 2026",17 people found this helpful
L'Oreal True Match Lumi Glotion,User_1421,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 27, 2025",
L'Oreal True Match Lumi Glotion,User_5087,Greasy feeling,It just sat on top of my skin and felt very heavy and greasy. Did not blend well with my other skincare products.,2.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 02, 2025",
L'Oreal True Match Lumi Glotion,User_9236,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 17, 2026",
L'Oreal True Match Lumi Glotion,User_9340,It's okay,It gives a nice glow but it doesn't last all day. It tends to fade after a few hours on my oily skin.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 26, 2026",
L'Oreal True Match Lumi Glotion,User_1732,"Not bad, but not for me",The glow is a bit too sparkly for my taste. I was expecting a more natural dewy finish.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 18, 2026",8 people found this helpful
L'Oreal True Match Lumi Glotion,User_3130,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 18, 2026",25 people found this helpful
L'Oreal True Match Lumi Glotion,User_4291,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 10, 2025",29 people found this helpful
L'Oreal True Match Lumi Glotion,User_7554,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 16, 2026",
L'Oreal True Match Lumi Glotion,User_6142,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 30, 2025",40 people found this helpful
L'Oreal True Match Lumi Glotion,User_7452,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 02, 2025",27 people found this helpful
L'Oreal True Match Lumi Glotion,User_5750,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 08, 2026",
L'Oreal True Match Lumi Glotion,User_1414,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 02, 2026",
L'Oreal True Match Lumi Glotion,User_6083,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 04, 2026",
L'Oreal True Match Lumi Glotion,User_2173,"Not bad, but not for me",The glow is a bit too sparkly for my taste. I was expecting a more natural dewy finish.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 18, 2025",
L'Oreal True Match Lumi Glotion,User_1882,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 12, 2025",44 people found this helpful
L'Oreal True Match Lumi Glotion,User_5159,Average glow lotion,"It does what it says, but I feel like I could get the same effect from mixing a liquid highlighter with my moisturizer.",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 04, 2025",
L'Oreal True Match Lumi Glotion,User_5031,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 31, 2025",
L'Oreal True Match Lumi Glotion,User_7153,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 22, 2025",35 people found this helpful
L'Oreal True Match Lumi Glotion,User_9179,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 02, 2025",
L'Oreal True Match Lumi Glotion,User_2655,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 12, 2026",41 people found this helpful
L'Oreal True Match Lumi Glotion,User_8313,Average glow lotion,"It does what it says, but I feel like I could get the same effect from mixing a liquid highlighter with my moisturizer.",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 31, 2026",
L'Oreal True Match Lumi Glotion,User_5020,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 20, 2026",43 people found this helpful
L'Oreal True Match Lumi Glotion,User_3845,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 18, 2025",
L'Oreal True Match Lumi Glotion,User_3654,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 30, 2026",2 people found this helpful
L'Oreal True Match Lumi Glotion,User_8478,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 30, 2025",36 people found this helpful
L'Oreal True Match Lumi Glotion,User_9456,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 05, 2025",
L'Oreal True Match Lumi Glotion,User_7912,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 20, 2026",
L'Oreal True Match Lumi Glotion,User_4817,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 24, 2026",
L'Oreal True Match Lumi Glotion,User_6292,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 27, 2025",
L'Oreal True Match Lumi Glotion,User_1042,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 19, 2025",
L'Oreal True Match Lumi Glotion,User_2555,"Not bad, but not for me",The glow is a bit too sparkly for my taste. I was expecting a more natural dewy finish.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 20, 2026",
L'Oreal True Match Lumi Glotion,User_1748,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 29, 2025",15 people found this helpful
L'Oreal True Match Lumi Glotion,User_8760,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 08, 2026",46 people found this helpful
L'Oreal True Match Lumi Glotion,User_2060,It's okay,It gives a nice glow but it doesn't last all day. It tends to fade after a few hours on my oily skin.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 07, 2026",2 people found this helpful
L'Oreal True Match Lumi Glotion,User_1912,Average glow lotion,"It does what it says, but I feel like I could get the same effect from mixing a liquid highlighter with my moisturizer.",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 17, 2026",
L'Oreal True Match Lumi Glotion,User_5485,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 19, 2026",10 people found this helpful
L'Oreal True Match Lumi Glotion,User_6273,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 22, 2025",15 people found this helpful
L'Oreal True Match Lumi Glotion,User_7700,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 12, 2026",21 people found this helpful
L'Oreal True Match Lumi Glotion,User_7121,Too glittery,This isn't a 'natural glow'. It has visible chunks of glitter in it. I look like a disco ball. Returning it.,1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 28, 2025",
L'Oreal True Match Lumi Glotion,User_3927,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 23, 2025",
L'Oreal True Match Lumi Glotion,User_7798,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 01, 2026",12 people found this helpful
L'Oreal True Match Lumi Glotion,User_2374,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 01, 2026",
L'Oreal True Match Lumi Glotion,User_5186,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 17, 2025",
L'Oreal True Match Lumi Glotion,User_4097,Average glow lotion,"It does what it says, but I feel like I could get the same effect from mixing a liquid highlighter with my moisturizer.",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 22, 2025",
L'Oreal True Match Lumi Glotion,User_1240,It's okay,It gives a nice glow but it doesn't last all day. It tends to fade after a few hours on my oily skin.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 13, 2025",
L'Oreal True Match Lumi Glotion,User_6305,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 09, 2025",
L'Oreal True Match Lumi Glotion,User_9954,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 10, 2026",
L'Oreal True Match Lumi Glotion,User_7594,Average glow lotion,"It does what it says, but I feel like I could get the same effect from mixing a liquid highlighter with my moisturizer.",3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 26, 2026",
L'Oreal True Match Lumi Glotion,User_6618,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 22, 2026",
L'Oreal True Match Lumi Glotion,User_6217,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 26, 2025",
L'Oreal True Match Lumi Glotion,User_4355,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 11, 2025",5 people found this helpful
L'Oreal True Match Lumi Glotion,User_1814,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 12, 2026",
L'Oreal True Match Lumi Glotion,User_3419,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 05, 2026",10 people found this helpful
L'Oreal True Match Lumi Glotion,User_7747,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 10, 2025",
L'Oreal True Match Lumi Glotion,User_5189,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 21, 2025",45 people found this helpful
L'Oreal True Match Lumi Glotion,User_8680,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 27, 2025",
L'Oreal True Match Lumi Glotion,User_5739,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 04, 2025",26 people found this helpful
L'Oreal True Match Lumi Glotion,User_6311,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on January 24, 2026",
L'Oreal True Match Lumi Glotion,User_8911,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on June 21, 2025",46 people found this helpful
L'Oreal True Match Lumi Glotion,User_1185,"Not bad, but not for me",The glow is a bit too sparkly for my taste. I was expecting a more natural dewy finish.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 13, 2025",46 people found this helpful
L'Oreal True Match Lumi Glotion,User_6731,It's okay,It gives a nice glow but it doesn't last all day. It tends to fade after a few hours on my oily skin.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 28, 2025",0 people found this helpful
L'Oreal True Match Lumi Glotion,User_2326,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 17, 2025",
L'Oreal True Match Lumi Glotion,User_6992,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 02, 2025",
L'Oreal True Match Lumi Glotion,User_2124,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 24, 2025",32 people found this helpful
L'Oreal True Match Lumi Glotion,User_8438,Greasy feeling,It just sat on top of my skin and felt very heavy and greasy. Did not blend well with my other skincare products.,2.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 17, 2026",15 people found this helpful
L'Oreal True Match Lumi Glotion,User_3455,"Not bad, but not for me",The glow is a bit too sparkly for my taste. I was expecting a more natural dewy finish.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on November 16, 2025",34 people found this helpful
L'Oreal True Match Lumi Glotion,User_2835,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 17, 2026",43 people found this helpful
L'Oreal True Match Lumi Glotion,User_4382,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 21, 2025",18 people found this helpful
L'Oreal True Match Lumi Glotion,User_1907,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 16, 2025",31 people found this helpful
L'Oreal True Match Lumi Glotion,User_4910,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 04, 2026",
L'Oreal True Match Lumi Glotion,User_8170,Too glittery,This isn't a 'natural glow'. It has visible chunks of glitter in it. I look like a disco ball. Returning it.,1.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 03, 2025",2 people found this helpful
L'Oreal True Match Lumi Glotion,User_3898,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 14, 2025",
L'Oreal True Match Lumi Glotion,User_3899,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on September 15, 2025",12 people found this helpful
L'Oreal True Match Lumi Glotion,User_8580,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 06, 2025",20 people found this helpful
L'Oreal True Match Lumi Glotion,User_9085,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 03, 2026",
L'Oreal True Match Lumi Glotion,User_9995,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 26, 2026",13 people found this helpful
L'Oreal True Match Lumi Glotion,User_6111,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 07, 2026",45 people found this helpful
L'Oreal True Match Lumi Glotion,User_1059,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on July 01, 2025",
L'Oreal True Match Lumi Glotion,User_6899,Made me break out,"Unfortunately, this clogged my pores and caused a breakout on my cheeks. Might not be suitable for acne-prone skin.",2.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 02, 2026",
L'Oreal True Match Lumi Glotion,User_2183,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on April 06, 2026",7 people found this helpful
L'Oreal True Match Lumi Glotion,User_5341,Perfect for no-makeup days,"When I don't want to wear foundation, I just put this on and it blurs imperfections while making my skin shine beautifully.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 24, 2025",
L'Oreal True Match Lumi Glotion,User_9925,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 18, 2025",
L'Oreal True Match Lumi Glotion,User_2889,Holy grail product,I have repurchased this three times. It makes my skin look so healthy. Better than expensive high-end alternatives!,5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 27, 2025",48 people found this helpful
L'Oreal True Match Lumi Glotion,User_3593,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 18, 2025",
L'Oreal True Match Lumi Glotion,User_4054,It's okay,It gives a nice glow but it doesn't last all day. It tends to fade after a few hours on my oily skin.,3.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on February 22, 2026",
L'Oreal True Match Lumi Glotion,User_2029,Absolutely love the glow!,"This glotion is amazing. It gives me such a natural, radiant glow without looking greasy. I use it under my foundation.",5.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on December 11, 2025",48 people found this helpful
L'Oreal True Match Lumi Glotion,User_1474,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on May 10, 2026",48 people found this helpful
L'Oreal True Match Lumi Glotion,User_8121,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on October 10, 2025",49 people found this helpful
L'Oreal True Match Lumi Glotion,User_1262,"Very nice, subtle glow","It's a great product, easily blendable. Taking one star off because the tube is a bit small, but a little goes a long way.",4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on August 19, 2025",15 people found this helpful
L'Oreal True Match Lumi Glotion,User_3506,Good product,I like how it looks on my skin. Doesn't cause breakouts for me. The color match is pretty decent.,4.0 out of 5 stars,Verified Purchase,"Reviewed in the United States on March 19, 2026",24 people found this helpful
